CYGOLO,Cygnus olor,,kyhmyjoutsen,knölsvan,Mute Swan,Sorsalinnut,Sorsat,https://cdn.pixabay.com/photo/2018/04/07/17/19/swan-3299015__340.jpg
LOCFLU,Locustella fluviatilis,,viitasirkkalintu,flodsångare,River Warbler,Varpuslinnut,Kertut,
LOCLUS,Locustella luscinioides,,ruokosirkkalintu,vassångare,Savi's Warbler,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2019/05/13/14/11/bird-4200010__480.jpg
IDUAED,Iduna aedon,,paksunokkakerttunen,tjocknäbbad sångare,Thick-billed Warbler,Varpuslinnut,Kertut,
IDUCAL,Iduna caligata,,pikkukultarinta,stäppsångare,Booted Warbler,Varpuslinnut,Kertut,
IDURAM,Iduna rama,,aavikkokultarinta,saxaulsångare,Syke's Warbler,Varpuslinnut,Kertut,
IDUPAL,Iduna pallida,,vaaleakultarinta,eksångare,Eastern Olivaceous Warbler,Varpuslinnut,Kertut,
HIPICT,Hippolais icterina,,kultarinta,härmsångare,Icterine Warbler,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2022/04/02/16/07/bird-7107275__480.jpg
ACROLA,Acrocephalus paludicola,,sarakerttunen,vattensångare,Aquatic Warbler,Varpuslinnut,Kertut,
ACRSCH,Acrocephalus schoenobaenus,,ruokokerttunen,sävsångare,Sedge Warbler,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2020/06/22/08/52/sedge-warbler-5328368__340.jpg
ACRAGR,Acrocephalus agricola,,kenttäkerttunen,fältsångare,Paddyfield Warbler,Varpuslinnut,Kertut,
ACRDUM,Acrocephalus dumetorum,,viitakerttunen,busksångare,Blyth's Reed Warbler,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2019/05/30/16/55/blyths-reed-warbler-4240223__480.jpg
ACRRIS,Acrocephalus palustris,,luhtakerttunen,kärrsångare,Marsh Warbler,Varpuslinnut,Kertut,
ACRSCI,Acrocephalus scirpaceus,,rytikerttunen,rörsångare,Reed Warbler,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2022/05/17/05/26/great-reed-warbler-7201721__340.jpg
ACRARU,Acrocephalus arundinaceus,,rastaskerttunen,trastsångare,Great Reed Warbler,Varpuslinnut,Kertut,
SYLUND,Sylvia undata,,ruskokerttu,provencesångare,Dartford Warbler,Varpuslinnut,Kertut,
SYLCAN,Sylvia cantillans,,rusorintakerttu,rödstrupig sångare,Subalpine Warbler,Varpuslinnut,Kertut,
SYLMEL,Sylvia melanocephala,,samettipääkerttu,sammetshätta,Sardinian Warbler,Varpuslinnut,Kertut,
SYLRUP,Sylvia ruppeli,,mustakurkkukerttu,svarthakad sångare,Rüppell's Warbler,Varpuslinnut,Kertut,
SYLNAN,Sylvia nana,,kääpiökerttu,ökensångare,Asian Desert Warbler,Varpuslinnut,Kertut,
SYLNIS,Sylvia nisoria,,kirjokerttu,höksångare,Barred Warbler,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2022/05/07/12/35/bird-7180171__480.jpg
SYLCUR,Sylvia curruca,,hernekerttu,ärtsångare,Lesser Whitethroat,Varpuslinnut,Kertut,
SYLCOM,Sylvia communis,,pensaskerttu,törnsångare,Common Whitethroat,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2020/05/24/20/32/warbler-5216084__340.jpg
SYLBOR,Sylvia borin,,lehtokerttu,trädgårdssångare,Garden Warbler,Varpuslinnut,Kertut,
SYLATR,Sylvia atricapilla,,mustapääkerttu,svarthätta,Blackcap,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2017/06/04/12/52/blackcap-2370991__340.jpg
PHYCOR,Phylloscopus coronatus,,amurinuunilintu,östlig kronsångare,Eastern Crowned Warbler,Varpuslinnut,Kertut,
PHYNIT,Phylloscopus nitidus,,kaukasianuunilintu,kaukasisk lundsångare,Green Warbler,Varpuslinnut,Kertut,
PHYPLU,Phylloscopus plumbeitarsus,,burjatianuunilintu,sibirisk lundsångare,Two-barred Greenish Warbler,Varpuslinnut,Kertut,
PHYDES,Phylloscopus trochiloides,,idänuunilintu,lundsångare,Greenish Warbler,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2022/06/13/11/59/greenish-warbler-7259862__480.jpg
PHYBOR,Phylloscopus borealis,,lapinuunilintu,nordsångare,Arctic Warbler,Varpuslinnut,Kertut,
PHYEXA,Phylloscopus examinandus,,kamtšatkanunilintu,kamtjaktanordsångare,Kamchatka Leaf Warbler,Varpuslinnut,Kertut,
PHYPRO,Phylloscopus proregulus,,hippiäisuunilintu,kungsfågelsångare,Pallas's Leaf Warbler,Varpuslinnut,Kertut,
PHYINO,Phylloscopus inornatus,,taigauunilintu,tajgasångare,Yellow-browed Warbler,Varpuslinnut,Kertut,
PHYHUM,Phylloscopus humei,,kashmirinuunilintu,bergtajgasångare,Hume's Leaf Warbler,Varpuslinnut,Kertut,
PHYSCH,Phylloscopus schwarzi,,siperianuunilintu,videsångare,Radde's Warbler,Varpuslinnut,Kertut,
PHYFUS,Phylloscopus fuscatus,,ruskouunilintu,brunsångare,Dusky Warbler,Varpuslinnut,Kertut,
PHYBON,Phylloscopus bonelli,,vuoriuunilintu,bergsångare,Western Bonelli's Warbler,Varpuslinnut,Kertut,
PHYORI,Phylloscopus orientalis,,balkaninuunilintu,balkansångare,Eastern Bonelli's Warbler,Varpuslinnut,Kertut,
PHYSIB,Phylloscopus sibilatrix,,sirittäjä,grönsångare,Wood Warbler,Varpuslinnut,Kertut,
PHYCOL,Phylloscopus collybita,,tiltaltti,gransångare,Common Chiffchaff,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2017/06/11/11/58/chiffchaff-2392212__480.jpg
PHYIBE,Phylloscopus ibericus,,iberiantiltaltti,iberisk gransångare,Iberian Chiffchaff,Varpuslinnut,Kertut,
PHYLUS,Phylloscopus trochilus,,pajulintu,lövsångare,Willow Warbler,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2020/09/01/10/21/willow-5534810__480.jpg
REGREG,Regulus regulus,,hippiäinen,kungsfågel,Goldcrest,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2021/03/27/18/13/goldcrest-6129204__480.jpg
REGIGN,Regulus ignicapilla,,tulipäähippiäinen,brandkronad kungsfågel,Firecrest,Varpuslinnut,Kertut,https://cdn.pixabay.com/photo/2013/12/30/22/21/firecrest-236007__340.jpg
MUSSTR,Muscicapa striata,,harmaasieppo,grå flugsnappare,Spotted Flycatcher,Varpuslinnut,Siepot,https://cdn.pixabay.com/photo/2020/07/10/05/39/spotted-flycatcher-5389623__340.jpg
FICPAR,Ficedula parva,,pikkusieppo,mindre flugsnappare,Red-breasted Flycatcher,Varpuslinnut,Siepot,https://cdn.pixabay.com/photo/2018/04/03/16/02/bird-3287152__480.jpg
FICLLA,Ficedula albicilla,,idänpikkusieppo,tajgaflugsnappare,Taiga Flycatcher,Varpuslinnut,Siepot,
FICALB,Ficedula albicollis,,sepelsieppo,halsbandsflugsnappare,Collared Flycatcher,Varpuslinnut,Siepot,https://cdn.pixabay.com/photo/2016/12/16/10/45/bird-1911056__480.jpg
FICHYP,Ficedula hypoleuca,,kirjosieppo,svartvit flugsnappare,Pied Flycatcher,Varpuslinnut,Siepot,https://cdn.pixabay.com/photo/2022/06/03/05/33/bird-7239477__480.jpg
PANBIA,Panurus biarmicus,,viiksitimali,skäggmes,Bearded Tit,Varpuslinnut,Timalit,https://cdn.pixabay.com/photo/2018/09/21/09/15/nature-conservation-3692623__340.jpg
AEGCAU,Aegithalos caudatus,,pyrstötiainen,stjärtmes,Long-tailed Tit,Varpuslinnut,Pyrstötiaiset,https://cdn.pixabay.com/photo/2020/01/22/00/32/long-tailed-tit-4784258__340.jpg
CYACYA,Cyanistes cyanus,,valkopäätiainen,azurmes,Azure Tit,Varpuslinnut,Tiaiset,
CYACAE,Cyanistes caeruleus,,sinitiainen,blåmes,Blue Tit,Varpuslinnut,Tiaiset,https://cdn.pixabay.com/photo/2020/01/25/10/35/blue-tit-4792149__340.jpg
PARMAJ,Parus major,,talitiainen,talgoxe,Great Tit,Varpuslinnut,Tiaiset,https://cdn.pixabay.com/photo/2019/12/07/19/27/tit-4679939_960_720.jpg
PERATE,Periparus ater,,kuusitiainen,svartmes,Coal Tit,Varpuslinnut,Tiaiset,https://cdn.pixabay.com/photo/2019/12/21/11/50/coal-tit-4710324__480.jpg
LOPCRI,Lophophanes cristatus,,töyhtötiainen,tofsmes,Crested Tit,Varpuslinnut,Tiaiset,https://cdn.pixabay.com/photo/2017/12/22/17/38/nature-3033984__340.jpg
POEPAL,Poecile palustris,,viitatiainen,entita,Marsh Tit,Varpuslinnut,Tiaiset,https://cdn.pixabay.com/photo/2020/07/24/14/28/bird-5434160__480.jpg
POEMON,Poecile montanus,,hömötiainen,talltita,Willow Tit,Varpuslinnut,Tiaiset,https://cdn.pixabay.com/photo/2020/02/27/21/51/willow-tit-4885941_960_720.jpg
POECIN,Poecile cinctus,,lapintiainen,lappmes,Siberian Tit,Varpuslinnut,Tiaiset,https://cdn.pixabay.com/photo/2013/04/03/21/43/bird-100289_960_720.jpg
SITEUR,Sitta europaea,,pähkinänakkeli,nötväcka,Eurasian Nuthatch,Varpuslinnut,Pähkinänakkelit,https://cdn.pixabay.com/photo/2015/08/31/12/58/bird-915435__480.jpg
CERFAM,Certhia familiaris,,puukiipijä,trädkrypare,Eurasian Treecreeper,Varpuslinnut,Puukiipijät,https://cdn.pixabay.com/photo/2021/02/02/20/03/eurasian-treecreeper-5975165__340.jpg
REMPEN,Remiz pendulinus,,pussitiainen,pungmes,Penduline Tit,Varpuslinnut,Pussitiaiset,
ORIORI,Oriolus oriolus,,kuhankeittäjä,sommargylling,Golden Oriole,Varpuslinnut,Kuhankeittäjät,https://cdn.pixabay.com/photo/2013/08/22/07/49/indian-golden-oriole-174652__480.jpg
LANCRI,Lanius cristatus,,siperianlepinkäinen,brun törnskata,Brown Shrike,Varpuslinnut,Lepinkäiset,https://cdn.pixabay.com/photo/2018/04/09/00/35/wildlife-3302937__340.jpg
LANISA,Lanius isabellinus,,punapyrstölepinkäinen,isabellatörnskata,Isabelline Shrike,Varpuslinnut,Lepinkäiset,
LANCOL,Lanius collurio,,pikkulepinkäinen,törnskata,Red-backed Shrike,Varpuslinnut,Lepinkäiset,https://cdn.pixabay.com/photo/2022/06/19/20/08/red-backed-slayer-7272646__340.jpg
LANMIN,Lanius minor,,mustaotsalepinkäinen,svartpannad törnskata,Lesser Grey Shrike,Varpuslinnut,Lepinkäiset,https://cdn.pixabay.com/photo/2019/10/18/01/18/lesser-grey-shrike-4558026__480.jpg
LANEXC,Lanius excubitor,,isolepinkäinen,varfågel,Great Grey Shrike,Varpuslinnut,Lepinkäiset,
LANMER,Lanius meridionalis,,etelänisolepinkäinen,ökenvarfågel,Southern Grey Shrike,Varpuslinnut,Lepinkäiset,https://cdn.pixabay.com/photo/2020/02/27/02/22/bird-4883170__480.jpg
LANSEN,Lanius senator,,punapäälepinkäinen,rödhuvad törnskata,Woodchat Shrike,Varpuslinnut,Lepinkäiset,
LANNUB,Lanius nubicus,,valko-otsalepinkäinen,masktörnskata,Masked Shrike,Varpuslinnut,Lepinkäiset,
GARGLA,Garrulus glandarius,,närhi,nötskrika,Eurasian Jay,Varpuslinnut,Varikset,https://cdn.pixabay.com/photo/2018/03/20/05/00/wild-animals-3242202__480.jpg
PERINF,Perisoreus infaustus,,kuukkeli,lavskrika,Siberian Jay,Varpuslinnut,Varikset,https://cdn.pixabay.com/photo/2018/04/26/14/49/siberian-jay-3352108__480.jpg
PICPIC,Pica pica,,harakka,skata,Common Magpie,Varpuslinnut,Varikset,https://cdn.pixabay.com/photo/2019/05/19/02/11/magpie-4213075__340.jpg
NUCCAR,Nucifraga caryocatactes,,pähkinähakki,nötkråka,Nutcracker,Varpuslinnut,Varikset,https://cdn.pixabay.com/photo/2018/03/22/02/03/bird-3249028__340.jpg
CORMON,Corvus monedula,,naakka,kaja,Jackdaw,Varpuslinnut,Varikset,https://cdn.pixabay.com/photo/2018/10/14/20/06/jackdaw-3747346__340.jpg
CORDAU,Corvus dauuricus,B,idännaakka,klippkaja,Daurian Jackdaw,Varpuslinnut,Varikset,
CORFRU,Corvus frugilegus,,mustavaris,råka,Rook,Varpuslinnut,Varikset,https://cdn.pixabay.com/photo/2020/04/30/17/36/bird-5113827__340.jpg
CORNIX,Corvus corone cornix,,varis,kråka,Hooded Crow,Varpuslinnut,Varikset,https://cdn.pixabay.com/photo/2022/04/21/14/48/bird-7147664__340.jpg
CORRAX,Corvus corax,,korppi,korp,Raven,Varpuslinnut,Varikset,https://cdn.pixabay.com/photo/2013/09/23/20/11/raven-185440__340.jpg
TICMUR,Tichodroma muraria,E,kalliokiipijä,murkrypare,Wallcreeper,Varpuslinnut,Kalliokiipijät,
STUVUL,Sturnus vulgaris,,kottarainen,stare,Common Starling,Varpuslinnut,Kottaraiset,https://cdn.pixabay.com/photo/2016/11/23/01/07/starling-1851604__480.jpg
PASROS,Pastor roseus,,punakottarainen,rosenstare,Rose-coloured Starling,Varpuslinnut,Kottaraiset,https://cdn.pixabay.com/photo/2017/04/16/16/04/bird-2235090__480.jpg
STUSIN,Sturnus sinensis,E,kiinankottarainen,mandarinstare,White-shouldered Starling,Varpuslinnut,Kottaraiset,
STUCIN,Sturnus cineraceus,E,viirupääkottarainen,gråstare,White-cheeked Starling,Varpuslinnut,Kottaraiset,https://cdn.pixabay.com/photo/2018/04/05/10/00/bird-3292335__340.jpg
ACRTRI,Acridotheres tristis,E,pihamaina,brun majna,Common Myna,Varpuslinnut,Kottaraiset,https://cdn.pixabay.com/photo/2016/05/02/12/02/bird-1367119__480.jpg
PASDOM,Passer domesticus,,varpunen,gråsparv,House Sparrow,Varpuslinnut,Varpuset,https://cdn.pixabay.com/photo/2021/06/01/07/03/sparrow-6300790__340.jpg
PASHIS,Passer hispaniolensis,,pensasvarpunen,spansk sparv,Spanish Sparrow,Varpuslinnut,Varpuset,https://cdn.pixabay.com/photo/2020/01/23/12/37/sparrow-4787606__340.jpg
PASMON,Passer montanus,,pikkuvarpunen,pilfink,Tree Sparrow,Varpuslinnut,Varpuset,https://cdn.pixabay.com/photo/2013/04/09/12/40/tree-sparrow-102189__480.jpg
FRICOE,Fringilla coelebs,,peippo,bofink,Chaffinch,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2016/05/27/18/31/chaffinch-1420407__480.jpg
FRIMON,Fringilla montifringilla,,järripeippo,bergfink,Brambling,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2021/11/14/15/16/bird-6794802__340.jpg
SERSER,Serinus serinus,,keltahemppo,gulhämpling,European Serin,Varpuslinnut,Peipot,
SERCIT,Serinus citrinella,,sitruunahemppo,citronsiska,Citril Finch,Varpuslinnut,Peipot,
CARCHL,Carduelis chloris,,viherpeippo,grönfink,Greenfinch,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2018/03/10/12/12/animal-world-3213940__340.jpg
CARCAR,Carduelis carduelis,,tikli,steglits,Goldfinch,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2019/05/27/08/31/goldfinch-4232130__340.jpg
CARSPI,Carduelis spinus,,vihervarpunen,grönsiska,Siskin,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2016/02/14/22/56/bird-1200473__340.jpg
CARCAN,Carduelis cannabina,,hemppo,hämpling,Linnet,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2022/05/08/18/33/bird-7182727__340.jpg
CARRIS,Carduelis flavirostris,,vuorihemppo,vinterhämpling,Twite,Varpuslinnut,Peipot,
CARMEA,Carduelis flammea,,urpiainen,gråsiska,Common Redpoll,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2022/04/03/23/39/bird-7110038__340.jpg
CARHOR,Carduelis hornemanni,,tundraurpiainen,snösiska,Arctic Redpoll,Varpuslinnut,Peipot,
LOXLEU,Loxia leucoptera,,kirjosiipikäpylintu,bändelkorsnäbb,Two-barred Crossbill,Varpuslinnut,Peipot,
LOXCUR,Loxia curvirostra,,pikkukäpylintu,mindre korsnäbb,Common Crossbill,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2022/01/24/04/16/red-crossbill-6962488__480.jpg
LOXPYT,Loxia pytyopsittacus,,isokäpylintu,större korsnäbb,Parrot Crossbill,Varpuslinnut,Peipot,
BUCGIT,Bucanetes githagineus,,aavikkotulkku,ökentrumpetare,Trumpeter Finch,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2020/10/31/12/11/trumpeter-finch-5701016__480.jpg
CARERY,Carpodacus erythrinus,,punavarpunen,rosenfink,Common Rosefinch,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2022/03/03/22/23/bird-7046198__340.jpg
PINENU,Pinicola enucleator,,taviokuurna,tallbit,Pine Grosbeak,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2022/01/23/19/17/pine-grosbeak-6961718__340.jpg
PYRPYR,Pyrrhula pyrrhula,,punatulkku,domherre,Bullfinch,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2016/03/20/23/24/bullfinch-1269677__340.jpg
COCCOC,Coccothraustes coccothraustes,,nokkavarpunen,stenknäck,Hawfinch,Varpuslinnut,Peipot,https://cdn.pixabay.com/photo/2022/01/05/18/16/hawfinch-6917724__480.jpg
URASIB,Uragus sibiricus,E,pyrstötulkku,långstjärtad rosenfink,Long-tailed Rosefinch,Varpuslinnut,Peipot,
EOPPER,Eophona personata,E,japaninnokkavarpunen,större maskstenknäck,Japanese Grosbeak,Varpuslinnut,Peipot,
DENSTR,Dendroica striata,,viirukerttuli,vitkindad skogssångare,Blackpoll Warbler,Varpuslinnut,Kerttulit,https://cdn.pixabay.com/photo/2022/04/25/13/02/warblers-7155907__340.jpg
PASILI,Passerella iliaca,,kettusirkku,rävsparv,Fox Sparrow,Varpuslinnut,Sirkut,https://cdn.pixabay.com/photo/2022/03/23/12/25/bird-7087113__340.jpg
ZONALB,Zonotrichia albicollis,,valkokurkkusirkku,vitstrupig sparv,White-throated Sparrow,Varpuslinnut,Sirkut,
CALLAP,Calcarius lapponicus,,lapinsirkku,lappsparv,Lapland Bunting,Varpuslinnut,Sirkut,
PLENIV,Plectrophenax nivalis,,pulmunen,snösparv,Snow Bunting,Varpuslinnut,Sirkut,
EMBSPO,Emberiza spodocephala,,harmaapääsirkku,gråhuvad sparv,Black-faced Bunting,Varpuslinnut,Sirkut,https://cdn.pixabay.com/photo/2018/04/07/14/36/bird-3298638__340.jpg
EMBLEU,Emberiza leucocephalos,,mäntysirkku,tallsparv,Pine Bunting,Varpuslinnut,Sirkut,
EMBCIT,Emberiza citrinella,,keltasirkku,gulsparv,Yellowhammer,Varpuslinnut,Sirkut,https://cdn.pixabay.com/photo/2022/02/19/17/16/bird-7023138__340.jpg
EMBHOR,Emberiza hortulana,,peltosirkku,ortolansparv,Ortolan Bunting,Varpuslinnut,Sirkut,
EMBBUC,Emberiza buchanani,,kivikkosirkku,bergortolan,Grey-necked Bunting,Varpuslinnut,Sirkut,
EMBCAE,Emberiza caesia,,ruostekurkkusirkku,rostsparv,Cretzschmar's Bunting,Varpuslinnut,Sirkut,
EMBRUS,Emberiza rustica,,pohjansirkku,videsparv,Rustic Bunting,Varpuslinnut,Sirkut,
EMBPUS,Emberiza pusilla,,pikkusirkku,dvärgsparv,Little Bunting,Varpuslinnut,Sirkut,
EMBRUT,Emberiza rutila,,kastanjasirkku,rödbrun sparv,Chestnut Bunting,Varpuslinnut,Sirkut,
EMBAUR,Emberiza aureola,,kultasirkku,gyllensparv,Yellow-breasted Bunting,Varpuslinnut,Sirkut,
EMBSCH,Emberiza schoeniclus,,pajusirkku,sävsparv,Reed Bunting,Varpuslinnut,Sirkut,https://cdn.pixabay.com/photo/2020/03/01/16/14/bird-4893314__340.jpg
EMBPAL,Emberiza pallasi,,pikkupajusirkku,dvärgsävsparv,Pallas's Reed Bunting,Varpuslinnut,Sirkut,
EMBBRU,Emberiza bruniceps,,ruskopääsirkku,stäppsparv,Red-headed Bunting,Varpuslinnut,Sirkut,
EMBMEL,Emberiza melanocephala,,mustapääsirkku,svarthuvad sparv,Black-headed Bunting,Varpuslinnut,Sirkut,https://cdn.pixabay.com/photo/2016/12/16/10/52/bird-1911061__480.jpg
EMBCAL,Emberiza calandra,,harmaasirkku,kornsparv,Corn Bunting,Varpuslinnut,Sirkut,
EMBCIO,Emberiza cioides,E,niittysirkku,ängssparv,Meadow Bunting,Varpuslinnut,Sirkut,
EMBELE,Emberiza elegans,E,kultatöyhtösirkku,praktsparv,Yellow-throated Bunting,Varpuslinnut,Sirkut,
PASCYA,Passerina cyanea,D,indigokardinaali,indigofink,Indigo Bunting,Varpuslinnut,Sirkut,
PASAMO,Passerina amoena,E,turkoosikardinaali,lazulifink,Lazuli Bunting,Varpuslinnut,Sirkut,
PASCIR,Passerina ciris,E,sateenkaarikardinaali,påvefink,Painted Bunting,Varpuslinnut,Sirkut,https://cdn.pixabay.com/photo/2022/03/12/14/04/painted-bunting-7064255__340.jpg
